Rarity,Name,Description
Epic,"Ready to Demolish!","Consuming max stacks of Demolish empowers your next ability:    - Expose Armor: Increases your armor penetration by 20% for 15 sec.    - Counterattack: Hits 4 additional targets and ignores 100% armor.    - Mongoose Bite: Triggers no cooldown, deals 125% increased damage against monsters, and is guaranteed to critically strike."
Epic,"Reaping Gallows","Execute deals 40% more damage against targets below 35% health and 80% more damage against targets below 10% health."
Epic,"Reave","Teaches you: Reave    Reave 15 sec cooldown 35 Rage This spell belongs to Bloodmage    Lacerate an enemy, dealing 65% Weapon Damage plus 26.    If you are behind the enemy or the enemy is bleeding, deal 100% additional Shadow damage for each matching condition. If the enemy is below 35% health, deal 125% additional Shadow damage."
Epic,"Redeeming Verdict","Paladin heals have 25% increased healing and critical effect chance on allies affected by your Execution Sentence."
Epic,"Rejuvenating Swiftness","Your Swiftmend casts now increase the healing of your Rejuvenations by 40% for 10 sec.    Your Swiftmend now reduces the cooldown of your Spirit of the Forest by 5 sec."
Epic,"Relentless Laceration","Your Lacerate can stack 3 additional times, and its damage over time effect now benefits from melee haste."
Epic,"Remorseless Execution","Requires  Remorseless Attacks (Rank 2)  Dealing damage with Execute now grants you Remorseless.    Remorseless Increases the critical strike chance for your next Sinister Strike, Backstab, Mutilate, Ambush, Hemorrhage, or Ghostly strike by 20%."
Epic,"Renewing Light","Healing with Renew grants you a stack of Renewing Light.      Renewing Light Increases the healing done by your next Circle of Healing by 3%. Stacks 30 times and lasts for 15 sec."
Epic,"Repentant Reconciliation","Damaging Penance missiles now radiate a Circle of Reconciliation upon impact.      Circle of Reconciliation Heals 5 allies within 15 yards of the target for 5.    This healing effect uses Circle of Healing modifiers and scales from your Holy or Nature healing power, whichever is strongest."
Epic,"Resonance Rune","Teaches you: Resonance Rune    Resonance Rune 20 yd range 1 min cooldown 24 Mana 1.5 sec cast This spell belongs to Runemaster    Place an arcane rune on the ground that dispels 3 harmful magic effects from allies in the radius, and purges 3 beneficial magic effects from enemies."
Epic,"Revengeful Sentinel","Shield Slam increases the damage of your next Revenge by 20%. Revenge cast this way reduces the remaining cooldown of Shield Wall by 5 sec."
Epic,"Reverse Magic","Teaches you: Reverse Magic    Reverse Magic 40 sec cooldown 8 Mana This spell belongs to Starcaller    Reverse the next spell cast on you within 3 sec, reflecting it back to its caster.    Reversing a spell in this way drains 150 of the attacker's mana."
Epic,"Righteous Opportunity","Dealing direct damage with spells and abilities has a 20% chance to grant you Righteous Opportunity.      Righteous Opportunity Your next Hammer of Wrath may be used regardless of the target's health. Lasts 6 sec."
Epic,"Righteous Radiance","Casting direct damage Fire spells now grants you Righteous Radiance and increases the duration of Holy Fire on the target by 1 second.      Righteous Radiance Increases the direct damage of your next Holy Fire by 15%.    At 5 stacks, your Holy Fire hits 5 additional targets and triggers your Ignite talent."
Epic,"Rising Winds","Windfury weapon deals 50% increased damage against monsters.    Using Whirlwind shortly after Stormstrike makes your next Windfury Weapon not trigger its cooldown."
Epic,"Roaring Pyre","Teaches you: Roaring Pyre    Roaring Pyre 30 yd range 3 min cooldown 14 Mana Requires  Path of Healing  This spell belongs to Pyromancer    Conjure a Roaring Pyre at the target location for 20 sec.    Allies within 30 yds of the bonfire are healed for 41, scaling with your Spirit and healing spell power, every 2 sec and their Spirit is increased by 10%."
Epic,"Rock Barrier","Teaches you: Rock Barrier    Rock Barrier 12 Mana This spell belongs to Primalist    2 Charges, 20 sec recharge Raise rocks from beneath you, increasing your Armor by 98, scaling with your Stamina. Lasts for 10 attacks or 10 sec.    Expending a charge of Rock Barrier launches a Geode at the enemy.  Geode Hurl an enchanted stone at the target, dealing 2 Physical damage."
Epic,"Rocket Launcher","Teaches you: Rocket Launcher    Rocket Launcher 35 yd range 6 Mana 3 sec cast This spell belongs to Tinker    Fire a powerful rocket at an enemy that deals 78 Fire damage."
Epic,"Rooted in Storm","Effective direct heals reduce the cooldown of Living Lightning by 2 seconds."
Epic,"Rune-etched Bullets","Your Hunter shots have a 33% chance to grant Rune-etched Bullets.      Rune-etched Bullets Your next Arcane Blast is instant."
Epic,"Runic Hurricane","Teaches you: Runic Hurricane    Runic Hurricane 10 yd range 30 sec cooldown 11 Mana This spell belongs to Runemaster    Strike an enemy 5 times over 2 sec, each strike dealing 35% Weapon Damage as Nature Damage.    While striking your target, your chance to dodge is increased by 100%, but you cannot use any spells or abilities."
Epic,"Rush of Blood","Dealing damage with Hemorrhage has a 50% chance to grant Rush of Blood.    Rush of Blood Your next Ambush can be cast outside of stealth and has no positional requirement versus monsters. Lasts 12 sec."
Epic,"Sacred Conduction","Dealing direct or periodic damage with Holy Fire grants Sacred Conduction, increasing the damage of Lightning Bolt and Chain Lightning by 5% per stack for 10 sec. Stacks up to 15 times.     Getting stacks does not refresh the duration."
Epic,"Sacred Grove","Teaches you: Sacred Grove    Sacred Grove 40 yd range 5 min cooldown 28 Mana Requires  Path of Healing  This spell belongs to Primalist    Create a Sacred Grove in a 15 yd radius around you for 16 sec, instantly healing nearby party and raid members for 1003.    While active, allies in the grove receive 25% increased healing and regain 2% of their missing health every 2 sec."
Epic,"Sanguine Strikes","Dealing periodic damage with Rend, Crimson Tempest, Garrote or Rupture grants you Sanguine Strikes.    Sanguine Strikes Your next Hemorrhage deals 30% increased damage. Stacks up to 10 times and lasts 4 sec."
Epic,"Savage Wounds","Maim marks the target to take 15% increased damage from your Bleed effects and has its duration increased by 1 seconds."
Epic,"Say Your Prayers","Prayer of Mending has a 20% chance not to consume a charge when it jumps to a new target.    The last charge of Prayer of Mending heals for 100% more."
Epic,"Scattered Burst","Your Scatter Shot releases a fiery cone, dealing 6 Fire damage, knocking enemies back, and causing them take 10% increased damage from you for 6 sec."
Epic,"Scorched Ground","Requires  Flamestrike (Rank 1)  Living Bomb explosion triggers Flamestrike (if known)    This effect can only occur once every 8 sec."
Epic,"Scourging Instinct","Mongoose Bite and Raptor Strike have a 20% chance to make your next Scourge Strike consume no runes double its Shadow damage."
Epic,"Searing Brand","Teaches you: Searing Brand    Searing Brand 0 sec cooldown 9 Mana This spell belongs to Pyromancer    Burn an enemy, inflicting 112 Fire damage over 21 sec. If Searing Brand is dispelled, it deals 111 Fire damage to the dispeller.    Castable while moving. Cremation can consume this effect and includes its remaining periodic damage."
Epic,"Searing Rage","When your Searing Totem deals damage, you are granted Searing Rage and gain 5 rage.    Searing Rage At 5 stacks, your next Lava Lash deals 25% increased damage."
Epic,"Seed of Life","Healing with Regrowth and Rejuvenation now plants a Seed of Life on allies.    Seed of Life Heals 2 every second and increases the healing of your Bloom on the target by 40%. Stacks up to 8 times and lasts for 10 sec."
Epic,"Seismic Shockwave","Your melee abilities grant you Seismic Shockwave.    Seismic Shockwave Increases the damage of your next Shockwave by 15%. At 3 stacks, Shockwave's range is increased by 5 yards and stuns for an additional second. Stacks up to 3 times and lasts 10 sec."
Epic,"Seismic Tremor","Teaches you: Seismic Tremor    Seismic Tremor 20 yd range 8 sec cooldown 9 Mana This spell belongs to Primalist    Send a tremor through the earth at an enemy, dealing 42 Physical damage, plus an additional 200 over 24 sec. Damage is dealt slowly at first, and builds up over time.     Shares a cooldown with other |CffffffffSeismic|r spells."
Epic,"Seismic Wave","Teaches you: Seismic Wave    Seismic Wave 8 sec cooldown 40 Rage This spell belongs to Primalist    Create a seismic wave of healing water around you, healing for 28 health to up to 8 allies and dealing 48 Nature damage to enemies in a 25 yd radius.      Shares a cooldown with other |CffffffffSeismic|r spells."
Epic,"Sentinel Glaive","Teaches you: Sentinel Glaive    Sentinel Glaive 20 yd range 15 sec cooldown This spell belongs to Starcaller    Throw a sentinel glaive at an enemy, dealing Weapon Damage plus 105 as Arcane damage, increased further based on your maximum mana, and increasing their resource costs by 15% for 8 sec."
Epic,"Shadow Born","Dealing critical damage with Corruption and Unstable Affliction grant you Shadow Born.       Shadow Born Increases the direct damage of your next Shadowburn by 25%, and by an additional 15% against monsters. Stacks up to 4 times and lasts 15 sec."
Epic,"Shadow Crash","While Pure Shadow is at max stacks, your Shadowfury calls down Pure Shadow at the target area, dealing 429 Shadow damage spread between enemies in the area.    Each enemy hit by Shadow Crash will be made vulnerable increasing the damage they take from the caster's Shadow Bolt, Shadow Burn and Chaos Bolt by 10%."
Epic,"Shadow of Death","Casting Shadowstep now empowers your next Ambush or Ravage, causing them to deal an additional 75% as Shadow damage."
Epic,"Shadow Visions","Dealing damage with Mind Flay now grants you a Soul Fragment. After accumulating 6 fragments you gain Shadow Visions.      Shadow Visions Empowers your next ability:  - Devouring Plague: Lasts for 12 more seconds, and causes a shadowy explosion.  - Vampiric Touch: Causes you to deal 20% increased Shadow damage to the target for 15 sec.  - Mind Blast: Deals 50% increased damage and grants you Psychic Surge, increasing the damage of Mind Flay and Mind Sear by 25%. This bonus is reduced by 1% for each time they deal damage."
Epic,"Shadowcrawl","Teaches you: Shadowcrawl    Shadowcrawl 3 min cooldown 28 Mana This spell belongs to Venomancer    For 15 sec, all periodic damage dealt now has a 30% chance to burst dealing 10% of its damage as Shadow damage to 8 enemies within 8 yds.    Usable while shapeshifted."
Epic,"Sharpened Blade","Dealing damage with Deadly Bite now has a 50% chance to grant you Sharpened Blade.      Sharpened Blade Reduces the active cooldown of Savage Blade and Glaive Toss by 2 sec and increases the damage of your next Savage Blade by 15% against monsters. Stacks up to 4 times and lasts 12 sec.    Savage Blade deals 10% increased damage against players."
Epic,"Shield of the Emperor","Your Shield Slam and Shield of Righteousness now have a 25% chance to grant a stack of Shield of the Emperor, and extend the duration of Avatar by 4 sec if it is active.    Shield of the Emperor Increases the duration of your next Avatar by 3 seconds. Stacks up to 5. Lasts 15 sec."
Epic,"Shields of Dominance","Reduces the cooldown of your Power Word: Shield by 2 seconds."
Epic,"Shieldsmasher","Your Counterattack, Savage Blade and Execute grant you Shield Smasher.    Shieldsmasher Increases the damage of your next Colossus Smash by 65% and extends its duration by 3 seconds. Stacks up to 3 times and lasts for 20 sec.    Increases damage versus players by 10%."
Epic,"Shooting Stars","While Starfall is active, the duration is increased by half of the cast time of your Spells.    Channeled spells do not extend the duration."
Epic,"Shot Weaving","Casting Arcane Missiles while Missile Barrage is active weaves shot and spell together, firing a ranged shot with each Arcane Missile, dealing 15 Physical damage.    While in Path of Agility or Duality your Missile Barrage is hastened by 60%.    Gunslinger's Barrage can trigger Piercing Shots (if known)."
